joint_lock,aa_config,n_runs,qd_score,qd_score_std,total_successful_grasps,total_successful_grasps_std,total_robust_grasps,total_robust_grasps_std,success_rate,success_rate_std,robust_success_rate,robust_success_rate_std,success_archive_coverage,success_archive_coverage_std,diversity_knn,diversity_knn_std,avg_fitness,avg_fitness_std,max_fitness,max_fitness_std,runtime,runtime_std,n_evaluations,n_evaluations_std
lock_index_middle_little,mid,5,2609.2,529.4451435229149,3893.6,425.4416998837796,973.2,241.99289245760914,26.248712871287125,5.655696197679209,6.6590099009901,2.3688900925458127,1.1351603498542273,0.12403548101567922,0.013050103826461176,0.00019813376342627564,0.6654858425906509,0.08712452026073876,2.0,0.0,313.7318929672241,112.20499842716515,50500.0,0.0
lock_little,rest,5,2599.4,637.6580902019514,4064.0,637.0497625774615,958.4,263.9868178527102,28.051089108910894,8.59981979690056,6.694257425742575,2.6857307117311096,1.1848396501457725,0.1857287937543619,0.013100851643273431,0.0003895126880321342,0.6318365352462798,0.07546390811569156,2.0,0.0,305.3663836479187,62.95873892626069,50500.0,0.0
lock_ring_little,max,5,2593.6,875.7868690497705,3991.6,1120.2275840203185,963.2,329.9493294431738,29.247920792079206,12.26491381187269,7.175445544554455,3.4590323464867683,1.163731778425656,0.3265969632712299,0.013210286059124662,0.0007694393225443765,0.638374069019976,0.07617184773836719,2.0,0.0,313.1100387096405,91.90527605969802,50500.0,0.0
lock_index_middle_little,rest,5,2584.6,651.3741167716139,4086.2,818.2763347427322,959.4,263.86253997109935,30.742574257425748,10.99238252969078,7.3362376237623765,3.1190192984619416,1.1913119533527696,0.2385645290795138,0.012991779025641132,0.0003013894223539823,0.6265466729196969,0.06754583270837448,2.0,0.0,319.4663601398468,67.04071323369364,50500.0,0.0
lock_ring,mid,5,2561.0,902.3312030512965,3679.4,1027.3832001741123,959.6,359.27738587336665,24.410297029702967,11.161653401544513,6.48039603960396,3.381779743262125,1.0727113702623907,0.29952862978837086,0.0132821322180794,0.0005972023931442433,0.6785015263130794,0.08743361939414804,2.0,0.0,304.23149423599244,125.78423973781754,50500.0,0.0
lock_index_middle_ring,default,5,2556.4,445.63734134383304,3904.8,357.87562085171436,977.6,211.02473788634356,24.655841584158416,4.318392196821868,6.264950495049506,1.8911720058550547,1.1384256559766766,0.10433691570020828,0.013081061568028287,0.00021533391551191138,0.6530925255244531,0.08914580863893065,2.0,0.0,299.26671810150145,98.50857049739938,50500.0,0.0
lock_middle_ring_little,default,5,2527.4,609.9267497003226,3895.2,567.6535563175836,911.6,269.1190071325324,26.66376237623762,6.55217014989456,6.287128712871287,2.3352276353728176,1.1356268221574344,0.16549666364944124,0.013008993524909784,0.0001768808773234042,0.642042121803084,0.08031738949878502,2.0,0.0,313.5100037574768,123.44088640523245,50500.0,0.0
lock_middle_ring_little,max,5,2520.4,380.7926469878324,4031.0,485.15111048002353,932.2,165.7388306945599,26.07485148514852,5.747283477082415,6.0605940594059415,1.6093534075379117,1.1752186588921283,0.14144347244315555,0.01305474482177869,0.00018727594869583924,0.6226707476600655,0.025459663117952,2.0,0.0,297.3199034690857,62.23661937628458,50500.0,0.0
lock_index_little,mid,5,2517.2,661.0045083053518,3882.0,747.4519382542265,937.8,252.41347032200954,25.05584158415842,8.251438663389841,6.099405940594059,2.4082586396651853,1.1317784256559766,0.2179160169837395,0.013172524228377636,0.00032782860159734166,0.6439168436580494,0.08698209835901752,2.0,0.0,304.65704412460326,115.8036582961485,50500.0,0.0
lock_thumb,rest,5,2517.0,1190.6803097389325,3620.4,1575.1285153916806,983.8,478.58641852856624,24.287524752475246,11.680979247846002,6.666930693069307,3.497660125049003,1.0555102040816327,0.4592211415136095,0.014395439215643634,0.0030552939030364257,0.654334321547509,0.10560349723913935,2.0,0.0,299.5592137336731,123.8672089618595,50500.0,0.0
lock_index_middle_ring,rest,5,2510.4,1055.2187640484792,3821.4,1414.2555073253207,973.4,411.9362086537186,26.17188118811881,11.862248362850062,6.7437623762376235,3.163073284741693,1.1141107871720117,0.412319389890764,0.013571871909499846,0.00135355379516944,0.6186486514295023,0.12491395532733623,2.0,0.0,291.5535058021545,21.398857013937615,50500.0,0.0
lock_middle_ring_little,rest,5,2471.6,808.4853987549806,3844.6,1103.0275789843154,905.0,326.6882305807786,26.502178217821786,12.208361605428998,6.299009900990099,3.498040736080037,1.1208746355685129,0.32158238454353216,0.013179936310118606,0.0004374923383340067,0.641657823156998,0.05882342003214672,2.0,0.0,311.1965632915497,117.39146203791519,50500.0,0.0
lock_index_ring,rest,5,2459.4,720.0965490821352,3602.6,740.1442021660373,949.4,281.5717315356781,23.36990099009901,8.359809126206486,6.2431683168316825,2.800875799564105,1.0503206997084549,0.2157854816810605,0.013178996916699642,0.0003263880700350617,0.6720947328330965,0.07968176317744012,2.0,0.0,296.65041346549987,85.2988243572627,50500.0,0.0
lock_middle,default,5,2443.2,664.887780005017,3926.2,679.4958130849667,929.4,291.9949314628595,26.74970297029703,7.917707181443208,6.466930693069308,2.6493250986034886,1.14466472303207,0.19810373559328476,0.013099667162752229,0.00032635531262015986,0.6097129359064365,0.0872231734330822,2.0,0.0,301.5406827926636,95.77759685862532,50500.0,0.0
none,rest,5,2414.2,733.463673265418,3774.2,717.8585933176533,885.4,286.1402453343465,26.06772277227723,8.803236378080504,6.2261386138613855,2.821262109447976,1.1003498542274053,0.20928821962613792,0.013093549568943564,0.000326199068872686,0.6262222883600973,0.08324072793811946,2.0,0.0,301.3508979797363,65.58285369176936,50500.0,0.0
lock_little,default,5,2412.8,243.68290871540418,3921.0,282.1084897694502,887.0,137.68224286377674,24.644752475247525,4.42306040505109,5.612277227722773,1.5009976226985609,1.1431486880466473,0.08224737311062694,0.013105800164451953,0.00015647106356157694,0.6152515778776438,0.04127644571777875,2.0,0.0,293.6272381305695,102.68844827093649,50500.0,0.0
lock_index_ring_little,default,5,2395.0,820.3757675602078,4002.8,759.2600081658456,901.6,368.5661948687101,24.5429702970297,8.334215156820024,5.724356435643564,3.1459226890896175,1.166997084548105,0.2213586029638034,0.013240262467011718,0.0004090696337588112,0.5802846411563172,0.0978270784603983,2.0,0.0,289.8915055751801,84.01759492960619,50500.0,0.0
lock_middle_ring_little,low,5,2373.8,264.0843804544298,3966.4,392.4510670134559,900.0,96.31406958487425,26.156435643564357,5.014224096495244,5.9405940594059405,1.1901401946713075,1.1563848396501457,0.11441722070363144,0.013074658566141905,0.00014684983763305526,0.5983747779236159,0.026412621747601495,2.0,0.0,298.85790753364563,91.02440091225294,50500.0,0.0
lock_ring_little,rest,5,2343.4,1273.10637418874,3374.8,1560.8764717299061,891.8,490.79421349482107,23.043564356435645,13.445372722330461,6.205148514851485,3.9917571377231935,0.9839067055393589,0.45506602674341284,0.013968261342382184,0.0017640514260848822,0.6218859441486476,0.1737143752237719,2.0,0.0,295.2871744632721,126.41019232143955,50500.0,0.0
lock_middle_ring,default,5,2292.0,716.3404218665871,3590.2,866.5278760663156,864.8,273.88859048890663,24.251485148514853,10.293087592698399,5.927524752475248,2.871794178513623,1.0467055393586004,0.25263203383857596,0.013254914338430655,0.0005139358191727374,0.6265443537496774,0.054229425918215377,2.0,0.0,306.44138407707214,143.7376780003971,50500.0,0.0
lock_index_ring_little,mid,5,2277.0,890.7010721897667,3848.0,1178.906442428745,809.0,308.6363556031596,25.40910891089109,12.05919599225462,5.433663366336634,3.0255411783060118,1.121865889212828,0.34370450216581494,0.013269567934116743,0.0005321111393017473,0.5790558579486863,0.0694195100068514,2.0,0.0,289.51304893493653,65.04131971218953,50500.0,0.0
lock_index_ring,mid,5,2262.6,1380.947298053043,3505.4,1786.672728845437,833.2,528.5475948294534,24.844356435643565,16.947867224823543,6.120792079207921,4.630973408932911,1.0219825072886297,0.5208958393135384,0.01372631465092802,0.0011405798652128604,0.5857437076766019,0.12591830548384694,2.0,0.0,302.0951869010925,124.67973157176692,50500.0,0.0
lock_index_middle_little,low,5,2257.6,1086.0450451063252,3416.2,1526.3851938485254,878.2,425.15662996124144,21.651485148514855,10.484733431700132,5.606732673267326,2.7782313994431913,0.9959766763848397,0.4450102605972377,0.014849849328161663,0.003717248815173873,0.5888342675460593,0.17699000026734124,2.0,0.0,293.3065549850464,126.42969396041012,50500.0,0.0
