joint_lock,aa_config,n_runs,qd_score,qd_score_std,total_successful_grasps,total_successful_grasps_std,total_robust_grasps,total_robust_grasps_std,all_robust_grasps_count,all_robust_grasps_count_std,success_rate,success_rate_std,robust_success_rate,robust_success_rate_std,success_archive_coverage,success_archive_coverage_std,diversity_knn,diversity_knn_std,avg_fitness,avg_fitness_std,max_fitness,max_fitness_std,runtime,runtime_std,n_evaluations,n_evaluations_std
lock_middle,default,1,434.0,0.0,1037.0,0.0,77.0,0.0,110.0,0.0,3.308196721311475,0.0,0.24262295081967214,0.0,0.302332361516035,0.0,0.015583072109169671,0.0,0.4185149469623915,0.0,2.0,0.0,857.5067367553711,0.0,30500.0,0.0
lock_ring_little,default,1,335.0,0.0,624.0,0.0,72.0,0.0,90.0,0.0,1.6163934426229507,0.0,0.18360655737704917,0.0,0.18192419825072886,0.0,0.017003627197041106,0.0,0.5368589743589743,0.0,2.0,0.0,882.0882878303528,0.0,30500.0,0.0
lock_middle_ring_little,default,1,311.0,0.0,507.0,0.0,99.0,0.0,196.0,0.0,1.4000000000000001,0.0,0.2721311475409836,0.0,0.1478134110787172,0.0,0.018757459456527483,0.0,0.6134122287968442,0.0,2.0,0.0,822.347836971283,0.0,30500.0,0.0
lock_middle_little,default,1,280.0,0.0,518.0,0.0,50.0,0.0,67.0,0.0,1.498360655737705,0.0,0.1442622950819672,0.0,0.1510204081632653,0.0,0.01619422423697611,0.0,0.5405405405405406,0.0,2.0,0.0,840.5526230335236,0.0,30500.0,0.0
lock_index,default,1,271.0,0.0,502.0,0.0,53.0,0.0,76.0,0.0,1.4360655737704917,0.0,0.15081967213114755,0.0,0.14635568513119535,0.0,0.017428367454803962,0.0,0.5398406374501992,0.0,2.0,0.0,845.8023586273193,0.0,30500.0,0.0
none,default,1,268.0,0.0,616.0,0.0,59.0,0.0,74.0,0.0,1.4721311475409835,0.0,0.14098360655737704,0.0,0.17959183673469387,0.0,0.018280876303607384,0.0,0.43506493506493504,0.0,2.0,0.0,927.4341056346893,0.0,30500.0,0.0
lock_ring,default,1,220.0,0.0,525.0,0.0,49.0,0.0,68.0,0.0,1.3081967213114756,0.0,0.12131147540983607,0.0,0.15306122448979592,0.0,0.019198647168216905,0.0,0.41904761904761906,0.0,2.0,0.0,888.7339215278625,0.0,30500.0,0.0
lock_index_ring_little,default,1,194.0,0.0,344.0,0.0,10.0,0.0,12.0,0.0,0.8163934426229508,0.0,0.022950819672131147,0.0,0.10029154518950438,0.0,0.02184947027693243,0.0,0.563953488372093,0.0,2.0,0.0,802.3275065422058,0.0,30500.0,0.0
lock_little,default,1,175.0,0.0,454.0,0.0,26.0,0.0,32.0,0.0,1.0885245901639344,0.0,0.06229508196721311,0.0,0.13236151603498542,0.0,0.019594077260735497,0.0,0.3854625550660793,0.0,2.0,0.0,919.6183733940125,0.0,30500.0,0.0
lock_middle_ring,default,1,170.0,0.0,475.0,0.0,35.0,0.0,45.0,0.0,1.1836065573770491,0.0,0.08524590163934427,0.0,0.13848396501457727,0.0,0.018850048828438482,0.0,0.35789473684210527,0.0,2.0,0.0,811.6048126220703,0.0,30500.0,0.0
lock_index_middle_ring,default,1,121.0,0.0,207.0,0.0,4.0,0.0,4.0,0.0,0.5180327868852459,0.0,0.009836065573770491,0.0,0.06034985422740524,0.0,0.019025878045775754,0.0,0.5845410628019324,0.0,2.0,0.0,695.9632468223572,0.0,30500.0,0.0
lock_index_middle_little,default,1,114.0,0.0,104.0,0.0,36.0,0.0,48.0,0.0,0.2754098360655738,0.0,0.09508196721311475,0.0,0.030320699708454812,0.0,0.024413930860011215,0.0,1.0961538461538463,0.0,2.0,0.0,759.6754152774811,0.0,30500.0,0.0
lock_index_little,default,1,104.0,0.0,290.0,0.0,13.0,0.0,16.0,0.0,0.7311475409836066,0.0,0.029508196721311476,0.0,0.08454810495626822,0.0,0.018666699922393386,0.0,0.3586206896551724,0.0,2.0,0.0,791.3835144042969,0.0,30500.0,0.0
lock_index_ring,default,1,83.0,0.0,193.0,0.0,19.0,0.0,21.0,0.0,0.4032786885245902,0.0,0.039344262295081964,0.0,0.056268221574344024,0.0,0.021349833237675104,0.0,0.43005181347150256,0.0,2.0,0.0,777.7140290737152,0.0,30500.0,0.0
lock_index_middle,default,1,76.0,0.0,141.0,0.0,18.0,0.0,19.0,0.0,0.3508196721311475,0.0,0.042622950819672135,0.0,0.041107871720116616,0.0,0.02534119604705425,0.0,0.5390070921985816,0.0,2.0,0.0,768.4654560089111,0.0,30500.0,0.0
